timestamp, index, memory.used [MiB], utilization.gpu [%], clocks.current.graphics [MHz], clocks.current.sm [MHz], power.draw [W], temperature.gpu, pstate, clocks_event_reasons.active
2026/08/26 20:44:03.143, 0, 82 MiB, 0 %, 1950 MHz, 1950 MHz, 172.31 W, 60, P0, 0x0000000000000000
2026/08/26 20:44:04.145, 0, 82 MiB, 0 %, 1950 MHz, 1950 MHz, 168.97 W, 60, P0, 0x0000000000000001
2026/08/26 20:44:05.145, 0, 82 MiB, 0 %, 1950 MHz, 1950 MHz, 160.54 W, 60, P3, 0x0000000000000001
2026/08/26 20:44:06.146, 0, 82 MiB, 0 %, 300 MHz, 300 MHz, 128.95 W, 56, P5, 0x0000000000000001
2026/08/26 20:44:07.146, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 84.83 W, 55, P5, 0x0000000000000001
2026/08/26 20:44:08.146, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 56.07 W, 54, P8, 0x0000000000000001
2026/08/26 20:44:09.146, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 38.62 W, 53, P8, 0x0000000000000001
2026/08/26 20:44:10.146, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 33.47 W, 51, P8, 0x0000000000000001
2026/08/26 20:44:11.146, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 30.59 W, 51, P8, 0x0000000000000001
2026/08/26 20:44:12.147, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 30.81 W, 51, P8, 0x0000000000000001
2026/08/26 20:44:13.147, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 30.52 W, 50, P8, 0x0000000000000001
2026/08/26 20:44:14.147, 0, 85 MiB, 0 %, 210 MHz, 210 MHz, 30.05 W, 50, P8, 0x0000000000000001
2026/08/26 20:44:15.490, 0, 346 MiB, 0 %, 1980 MHz, 1980 MHz, 96.53 W, 55, P2, 0x0000000000000000
2026/08/26 20:44:16.490, 0, 346 MiB, 7 %, 1980 MHz, 1980 MHz, 159.90 W, 56, P2, 0x0000000000000000
2026/08/26 20:44:17.491, 0, 346 MiB, 8 %, 1695 MHz, 1695 MHz, 158.02 W, 56, P2, 0x0000000000000000
2026/08/26 20:44:18.491, 0, 20144 MiB, 100 %, 1695 MHz, 1695 MHz, 125.04 W, 54, P2, 0x0000000000000000
2026/08/26 20:44:19.491, 0, 20144 MiB, 100 %, 1980 MHz, 1980 MHz, 156.22 W, 56, P2, 0x0000000000000000
2026/08/26 20:44:20.491, 0, 20144 MiB, 100 %, 1965 MHz, 1965 MHz, 161.77 W, 56, P2, 0x0000000000000000
2026/08/26 20:44:21.491, 0, 20144 MiB, 100 %, 1965 MHz, 1965 MHz, 160.94 W, 56, P2, 0x0000000000000000
2026/08/26 20:44:22.491, 0, 20144 MiB, 100 %, 1965 MHz, 1965 MHz, 160.53 W, 56, P2, 0x0000000000000000
2026/08/26 20:44:23.491, 0, 20144 MiB, 99 %, 1965 MHz, 1965 MHz, 161.04 W, 56, P2, 0x0000000000000000
2026/08/26 20:44:24.492, 0, 20144 MiB, 100 %, 1965 MHz, 1965 MHz, 161.44 W, 57, P2, 0x0000000000000000
2026/08/26 20:44:25.492, 0, 20144 MiB, 100 %, 1965 MHz, 1965 MHz, 161.30 W, 57, P2, 0x0000000000000000
2026/08/26 20:44:26.492, 0, 20144 MiB, 100 %, 1965 MHz, 1965 MHz, 161.08 W, 57, P2, 0x0000000000000000
2026/08/26 20:44:27.492, 0, 20144 MiB, 99 %, 1965 MHz, 1965 MHz, 161.14 W, 57, P2, 0x0000000000000000
2026/08/26 20:44:28.492, 0, 20144 MiB, 100 %, 1965 MHz, 1965 MHz, 161.38 W, 57, P2, 0x0000000000000000
2026/08/26 20:44:29.492, 0, 20144 MiB, 100 %, 1965 MHz, 1965 MHz, 161.50 W, 56, P2, 0x0000000000000000
2026/08/26 20:44:30.494, 0, 20816 MiB, 2 %, 1950 MHz, 1950 MHz, 182.56 W, 58, P2, 0x0000000000000004
2026/08/26 20:44:31.494, 0, 20816 MiB, 79 %, 1950 MHz, 1950 MHz, 311.93 W, 63, P2, 0x0000000000000000
2026/08/26 20:44:32.495, 0, 20816 MiB, 73 %, 1950 MHz, 1950 MHz, 315.58 W, 63, P2, 0x0000000000000000
2026/08/26 20:44:33.495, 0, 20816 MiB, 78 %, 1950 MHz, 1950 MHz, 285.72 W, 63, P2, 0x0000000000000000
2026/08/26 20:44:34.495, 0, 20816 MiB, 78 %, 1950 MHz, 1950 MHz, 318.26 W, 64, P2, 0x0000000000000000
2026/08/26 20:44:35.495, 0, 20816 MiB, 76 %, 1950 MHz, 1950 MHz, 316.33 W, 65, P2, 0x0000000000000000
2026/08/26 20:44:36.495, 0, 20816 MiB, 42 %, 1950 MHz, 1950 MHz, 281.83 W, 64, P2, 0x0000000000000000
2026/08/26 20:44:37.495, 0, 20816 MiB, 77 %, 1950 MHz, 1950 MHz, 318.20 W, 65, P2, 0x0000000000000000
2026/08/26 20:44:38.495, 0, 20816 MiB, 77 %, 1950 MHz, 1950 MHz, 321.01 W, 66, P2, 0x0000000000000000
2026/08/26 20:44:39.495, 0, 20816 MiB, 46 %, 1950 MHz, 1950 MHz, 277.32 W, 66, P2, 0x0000000000000000
2026/08/26 20:44:40.496, 0, 20816 MiB, 77 %, 1950 MHz, 1950 MHz, 324.61 W, 66, P2, 0x0000000000000000
2026/08/26 20:44:41.496, 0, 20816 MiB, 74 %, 1950 MHz, 1950 MHz, 325.70 W, 66, P2, 0x0000000000000000
2026/08/26 20:44:42.496, 0, 20816 MiB, 74 %, 1950 MHz, 1950 MHz, 285.00 W, 66, P2, 0x0000000000000000
2026/08/26 20:44:43.496, 0, 20816 MiB, 78 %, 1935 MHz, 1935 MHz, 323.25 W, 67, P2, 0x0000000000000000
2026/08/26 20:44:44.496, 0, 20816 MiB, 76 %, 1935 MHz, 1935 MHz, 321.13 W, 67, P2, 0x0000000000000000
2026/08/26 20:44:45.496, 0, 20824 MiB, 100 %, 1935 MHz, 1935 MHz, 254.71 W, 66, P2, 0x0000000000000000
2026/08/26 20:44:46.496, 0, 20824 MiB, 80 %, 1935 MHz, 1935 MHz, 327.72 W, 68, P2, 0x0000000000000000
2026/08/26 20:44:47.497, 0, 20824 MiB, 80 %, 1935 MHz, 1935 MHz, 328.78 W, 68, P2, 0x0000000000000000
2026/08/26 20:44:48.497, 0, 20824 MiB, 75 %, 1935 MHz, 1935 MHz, 288.30 W, 68, P2, 0x0000000000000000
2026/08/26 20:44:49.497, 0, 20824 MiB, 77 %, 1935 MHz, 1935 MHz, 326.13 W, 68, P2, 0x0000000000000000
2026/08/26 20:44:50.497, 0, 20824 MiB, 78 %, 1935 MHz, 1935 MHz, 326.33 W, 69, P2, 0x0000000000000000
2026/08/26 20:44:51.497, 0, 20824 MiB, 78 %, 1935 MHz, 1935 MHz, 297.23 W, 68, P2, 0x0000000000000000
2026/08/26 20:44:52.497, 0, 20824 MiB, 78 %, 1935 MHz, 1935 MHz, 327.17 W, 69, P2, 0x0000000000000000
2026/08/26 20:44:53.497, 0, 20824 MiB, 77 %, 1935 MHz, 1935 MHz, 303.72 W, 66, P2, 0x0000000000000000
2026/08/26 20:44:54.497, 0, 20824 MiB, 77 %, 1935 MHz, 1935 MHz, 301.67 W, 69, P2, 0x0000000000000000
2026/08/26 20:44:55.498, 0, 20824 MiB, 77 %, 1935 MHz, 1935 MHz, 326.48 W, 69, P2, 0x0000000000000000
2026/08/26 20:44:56.498, 0, 20824 MiB, 77 %, 1935 MHz, 1935 MHz, 291.15 W, 67, P2, 0x0000000000000000
2026/08/26 20:44:57.498, 0, 20824 MiB, 78 %, 1935 MHz, 1935 MHz, 319.67 W, 69, P2, 0x0000000000000000
2026/08/26 20:44:58.498, 0, 20824 MiB, 79 %, 1935 MHz, 1935 MHz, 326.28 W, 69, P2, 0x0000000000000000
2026/08/26 20:44:59.498, 0, 20824 MiB, 79 %, 1935 MHz, 1935 MHz, 290.63 W, 68, P2, 0x0000000000000004
2026/08/26 20:45:00.498, 0, 20824 MiB, 79 %, 1935 MHz, 1935 MHz, 326.34 W, 70, P2, 0x0000000000000000
2026/08/26 20:45:01.498, 0, 20824 MiB, 75 %, 1935 MHz, 1935 MHz, 326.63 W, 70, P2, 0x0000000000000000
2026/08/26 20:45:02.499, 0, 82 MiB, 42 %, 1935 MHz, 1935 MHz, 254.10 W, 65, P0, 0x0000000000000000
2026/08/26 20:45:03.499, 0, 346 MiB, 0 %, 1935 MHz, 1935 MHz, 184.30 W, 65, P2, 0x0000000000000000
2026/08/26 20:45:04.499, 0, 346 MiB, 0 %, 1935 MHz, 1935 MHz, 161.32 W, 63, P2, 0x0000000000000000
2026/08/26 20:45:05.499, 0, 346 MiB, 0 %, 1695 MHz, 1695 MHz, 161.06 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:06.499, 0, 19362 MiB, 0 %, 1695 MHz, 1695 MHz, 135.56 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:07.499, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 151.44 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:08.500, 0, 19362 MiB, 99 %, 1950 MHz, 1950 MHz, 167.98 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:09.500, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 167.48 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:10.500, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 166.00 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:11.500, 0, 19362 MiB, 99 %, 1950 MHz, 1950 MHz, 160.09 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:12.500, 0, 19362 MiB, 99 %, 1950 MHz, 1950 MHz, 157.24 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:13.500, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 156.96 W, 60, P2, 0x0000000000000000
2026/08/26 20:45:14.500, 0, 20742 MiB, 60 %, 1950 MHz, 1950 MHz, 156.69 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:15.501, 0, 20764 MiB, 77 %, 1950 MHz, 1950 MHz, 175.28 W, 61, P2, 0x0000000000000004
2026/08/26 20:45:16.501, 0, 20764 MiB, 85 %, 1950 MHz, 1950 MHz, 202.47 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:17.501, 0, 20764 MiB, 85 %, 1950 MHz, 1950 MHz, 203.07 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:18.501, 0, 20764 MiB, 84 %, 1950 MHz, 1950 MHz, 204.07 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:19.501, 0, 20764 MiB, 83 %, 1950 MHz, 1950 MHz, 203.43 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:20.501, 0, 20764 MiB, 83 %, 1950 MHz, 1950 MHz, 202.85 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:21.501, 0, 20764 MiB, 85 %, 1950 MHz, 1950 MHz, 203.91 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:22.502, 0, 20764 MiB, 84 %, 1950 MHz, 1950 MHz, 203.21 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:23.502, 0, 20764 MiB, 82 %, 1950 MHz, 1950 MHz, 202.16 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:24.502, 0, 20764 MiB, 83 %, 1950 MHz, 1950 MHz, 204.85 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:25.502, 0, 20764 MiB, 84 %, 1950 MHz, 1950 MHz, 202.98 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:26.502, 0, 20764 MiB, 85 %, 1950 MHz, 1950 MHz, 202.10 W, 62, P2, 0x0000000000000000
2026/08/26 20:45:27.502, 0, 20764 MiB, 82 %, 1950 MHz, 1950 MHz, 203.04 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:28.502, 0, 20764 MiB, 84 %, 1950 MHz, 1950 MHz, 203.16 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:29.503, 0, 20764 MiB, 83 %, 1950 MHz, 1950 MHz, 203.30 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:30.503, 0, 20764 MiB, 82 %, 1950 MHz, 1950 MHz, 203.59 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:31.503, 0, 20764 MiB, 84 %, 1950 MHz, 1950 MHz, 202.81 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:32.503, 0, 20764 MiB, 83 %, 1950 MHz, 1950 MHz, 203.15 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:33.503, 0, 20764 MiB, 86 %, 1950 MHz, 1950 MHz, 201.94 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:34.503, 0, 20764 MiB, 84 %, 1950 MHz, 1950 MHz, 203.61 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:35.503, 0, 20764 MiB, 83 %, 1950 MHz, 1950 MHz, 203.03 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:36.504, 0, 20764 MiB, 56 %, 1950 MHz, 1950 MHz, 198.36 W, 60, P2, 0x0000000000000000
2026/08/26 20:45:37.504, 0, 20764 MiB, 82 %, 1950 MHz, 1950 MHz, 198.42 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:38.504, 0, 20764 MiB, 84 %, 1950 MHz, 1950 MHz, 202.56 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:39.504, 0, 20764 MiB, 83 %, 1950 MHz, 1950 MHz, 202.49 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:40.504, 0, 20764 MiB, 80 %, 1950 MHz, 1950 MHz, 202.27 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:41.504, 0, 20764 MiB, 82 %, 1950 MHz, 1950 MHz, 202.46 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:42.505, 0, 20764 MiB, 83 %, 1950 MHz, 1950 MHz, 202.13 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:43.505, 0, 20764 MiB, 85 %, 1950 MHz, 1950 MHz, 202.83 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:44.505, 0, 20764 MiB, 85 %, 1950 MHz, 1950 MHz, 203.22 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:45.505, 0, 20764 MiB, 85 %, 1950 MHz, 1950 MHz, 202.57 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:46.505, 0, 20764 MiB, 84 %, 1950 MHz, 1950 MHz, 202.71 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:47.505, 0, 20768 MiB, 83 %, 1950 MHz, 1950 MHz, 202.92 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:48.506, 0, 20768 MiB, 83 %, 1950 MHz, 1950 MHz, 196.04 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:49.506, 0, 20768 MiB, 83 %, 1950 MHz, 1950 MHz, 202.41 W, 60, P2, 0x0000000000000000
2026/08/26 20:45:50.506, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 201.13 W, 60, P2, 0x0000000000000000
2026/08/26 20:45:51.506, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 202.24 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:52.506, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 203.36 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:53.506, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 202.05 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:54.506, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 202.40 W, 60, P2, 0x0000000000000000
2026/08/26 20:45:55.506, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 202.04 W, 60, P2, 0x0000000000000000
2026/08/26 20:45:56.507, 0, 20768 MiB, 83 %, 1950 MHz, 1950 MHz, 201.67 W, 60, P2, 0x0000000000000000
2026/08/26 20:45:57.507, 0, 20768 MiB, 83 %, 1950 MHz, 1950 MHz, 201.49 W, 61, P2, 0x0000000000000000
2026/08/26 20:45:58.507, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 203.63 W, 60, P2, 0x0000000000000000
2026/08/26 20:45:59.507, 0, 20768 MiB, 85 %, 1950 MHz, 1950 MHz, 197.70 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:00.507, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 201.58 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:01.507, 0, 20768 MiB, 83 %, 1950 MHz, 1950 MHz, 200.77 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:02.508, 0, 20768 MiB, 83 %, 1950 MHz, 1950 MHz, 202.13 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:03.508, 0, 20768 MiB, 85 %, 1950 MHz, 1950 MHz, 202.00 W, 61, P2, 0x0000000000000000
2026/08/26 20:46:04.508, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 200.46 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:05.508, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 203.16 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:06.508, 0, 20768 MiB, 83 %, 1950 MHz, 1950 MHz, 201.19 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:07.508, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 201.85 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:08.509, 0, 20774 MiB, 85 %, 1950 MHz, 1950 MHz, 201.01 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:09.509, 0, 20776 MiB, 69 %, 1950 MHz, 1950 MHz, 192.37 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:10.509, 0, 20776 MiB, 82 %, 1950 MHz, 1950 MHz, 200.25 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:11.511, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.58 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:12.511, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 200.80 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:13.511, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.86 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:14.511, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 201.43 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:15.512, 0, 20776 MiB, 81 %, 1950 MHz, 1950 MHz, 201.53 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:16.519, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.35 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:17.519, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 200.29 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:18.520, 0, 20776 MiB, 86 %, 1950 MHz, 1950 MHz, 199.84 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:19.520, 0, 20776 MiB, 82 %, 1950 MHz, 1950 MHz, 199.88 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:20.520, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.60 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:21.520, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 200.52 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:22.520, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 200.60 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:23.521, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 201.23 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:24.521, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 202.62 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:25.521, 0, 20776 MiB, 82 %, 1950 MHz, 1950 MHz, 201.15 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:26.521, 0, 20776 MiB, 81 %, 1950 MHz, 1950 MHz, 201.26 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:27.521, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.06 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:28.522, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.05 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:29.522, 0, 20776 MiB, 28 %, 1950 MHz, 1950 MHz, 200.26 W, 59, P2, 0x0000000000000000
2026/08/26 20:46:30.522, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 200.59 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:31.522, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 201.36 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:32.523, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 200.16 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:33.523, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 200.05 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:34.523, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.19 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:35.523, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 200.52 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:36.523, 0, 20776 MiB, 82 %, 1950 MHz, 1950 MHz, 200.46 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:37.524, 0, 20776 MiB, 86 %, 1950 MHz, 1950 MHz, 199.91 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:38.524, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 200.65 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:39.524, 0, 20776 MiB, 78 %, 1935 MHz, 1935 MHz, 201.77 W, 60, P2, 0x0000000000000004
2026/08/26 20:46:40.524, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 199.46 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:41.524, 0, 20776 MiB, 82 %, 1950 MHz, 1950 MHz, 199.75 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:42.525, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 201.21 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:43.525, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 201.14 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:44.525, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.49 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:45.525, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 200.85 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:46.525, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 201.04 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:47.526, 0, 20776 MiB, 82 %, 1950 MHz, 1950 MHz, 200.13 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:48.526, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 201.38 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:49.526, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 200.99 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:50.526, 0, 20776 MiB, 75 %, 1950 MHz, 1950 MHz, 195.37 W, 59, P2, 0x0000000000000000
2026/08/26 20:46:51.526, 0, 20776 MiB, 86 %, 1950 MHz, 1950 MHz, 198.37 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:52.527, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 200.37 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:53.527, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 200.51 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:54.527, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 200.52 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:55.527, 0, 20776 MiB, 81 %, 1950 MHz, 1950 MHz, 200.91 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:56.528, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.22 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:57.528, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 201.45 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:58.528, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 201.05 W, 60, P2, 0x0000000000000000
2026/08/26 20:46:59.528, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 200.55 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:00.528, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 200.68 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:01.529, 0, 20776 MiB, 48 %, 1950 MHz, 1950 MHz, 200.29 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:02.529, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 198.64 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:03.529, 0, 20776 MiB, 82 %, 1950 MHz, 1950 MHz, 199.65 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:04.529, 0, 20776 MiB, 81 %, 1950 MHz, 1950 MHz, 200.34 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:05.529, 0, 20776 MiB, 81 %, 1950 MHz, 1950 MHz, 199.38 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:06.529, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 199.72 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:07.530, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 201.09 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:08.530, 0, 20776 MiB, 83 %, 1950 MHz, 1950 MHz, 200.58 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:09.530, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 202.00 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:10.530, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 199.77 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:11.531, 0, 20776 MiB, 85 %, 1950 MHz, 1950 MHz, 201.29 W, 60, P2, 0x0000000000000000
2026/08/26 20:47:12.531, 0, 346 MiB, 100 %, 1950 MHz, 1950 MHz, 182.41 W, 59, P0, 0x0000000000000000
2026/08/26 20:47:13.589, 0, 346 MiB, 0 %, 1950 MHz, 1950 MHz, 164.60 W, 58, P2, 0x0000000000000000
2026/08/26 20:47:14.590, 0, 346 MiB, 0 %, 1695 MHz, 1695 MHz, 154.14 W, 58, P2, 0x0000000000000000
2026/08/26 20:47:15.590, 0, 346 MiB, 0 %, 1695 MHz, 1695 MHz, 129.49 W, 56, P2, 0x0000000000000000
2026/08/26 20:47:16.590, 0, 19362 MiB, 100 %, 1965 MHz, 1965 MHz, 127.74 W, 57, P2, 0x0000000000000000
2026/08/26 20:47:17.591, 0, 19362 MiB, 99 %, 1965 MHz, 1965 MHz, 163.63 W, 58, P2, 0x0000000000000000
2026/08/26 20:47:18.591, 0, 19362 MiB, 100 %, 1965 MHz, 1965 MHz, 163.75 W, 58, P2, 0x0000000000000000
2026/08/26 20:47:19.591, 0, 19362 MiB, 100 %, 1965 MHz, 1965 MHz, 163.48 W, 58, P2, 0x0000000000000000
2026/08/26 20:47:20.594, 0, 19362 MiB, 100 %, 1965 MHz, 1965 MHz, 163.27 W, 58, P2, 0x0000000000000000
2026/08/26 20:47:21.594, 0, 19362 MiB, 99 %, 1965 MHz, 1965 MHz, 163.42 W, 58, P2, 0x0000000000000000
