wall_iso,ts,gfx_mhz,gfx_max_mhz,mem_mhz,sm_mhz,power_w,power_limit_w,power_default_w,temp_c,util_pct,mem_used_mib,pstate,throttle_active,thr_sw_thermal,thr_hw_thermal,thr_hw_power_brake,thr_sw_power_cap,thr_gpu_idle
2026-08-25T22:16:55+08:00,2026/08/25 22:16:55.529, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 237.61 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:17:00+08:00,2026/08/25 22:17:00.557, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 231.52 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:17:05+08:00,2026/08/25 22:17:05.584, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 230.97 W, 350.00 W, 350.00 W, 66, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:17:10+08:00,2026/08/25 22:17:10.610, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 240.71 W, 350.00 W, 350.00 W, 66, 89 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:17:15+08:00,2026/08/25 22:17:15.638, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 235.32 W, 350.00 W, 350.00 W, 66, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:17:20+08:00,2026/08/25 22:17:20.661, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 215.90 W, 350.00 W, 350.00 W, 65, 91 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:17:25+08:00,2026/08/25 22:17:25.688, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 232.15 W, 350.00 W, 350.00 W, 65, 89 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:17:30+08:00,2026/08/25 22:17:30.722, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 233.19 W, 350.00 W, 350.00 W, 66, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:17:35+08:00,2026/08/25 22:17:35.750, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.97 W, 350.00 W, 350.00 W, 66, 89 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:17:40+08:00,2026/08/25 22:17:40.851, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 182.91 W, 350.00 W, 350.00 W, 63, 0 %, 346 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:17:45+08:00,2026/08/25 22:17:45.875, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 156.04 W, 350.00 W, 350.00 W, 61, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:17:50+08:00,2026/08/25 22:17:50.905, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 236.74 W, 350.00 W, 350.00 W, 64, 91 %, 22576 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:17:55+08:00,2026/08/25 22:17:55.931, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 236.95 W, 350.00 W, 350.00 W, 65, 91 %, 22576 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:18:00+08:00,2026/08/25 22:18:00.959, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 237.47 W, 350.00 W, 350.00 W, 65, 87 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:18:05+08:00,2026/08/25 22:18:05.985, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.89 W, 350.00 W, 350.00 W, 66, 91 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:18:10+08:00,2026/08/25 22:18:11.012, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.40 W, 350.00 W, 350.00 W, 65, 93 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:18:16+08:00,2026/08/25 22:18:16.040, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 237.33 W, 350.00 W, 350.00 W, 65, 94 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:18:21+08:00,2026/08/25 22:18:21.068, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 244.86 W, 350.00 W, 350.00 W, 67, 87 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:18:26+08:00,2026/08/25 22:18:26.097, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 245.27 W, 350.00 W, 350.00 W, 66, 90 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:18:31+08:00,2026/08/25 22:18:31.124, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 241.07 W, 350.00 W, 350.00 W, 65, 90 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:18:36+08:00,2026/08/25 22:18:36.152, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 244.96 W, 350.00 W, 350.00 W, 67, 92 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:18:41+08:00,2026/08/25 22:18:41.176, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 242.51 W, 350.00 W, 350.00 W, 66, 89 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:18:46+08:00,2026/08/25 22:18:46.204, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 236.54 W, 350.00 W, 350.00 W, 67, 89 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:18:51+08:00,2026/08/25 22:18:51.233, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 246.46 W, 350.00 W, 350.00 W, 66, 95 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:18:56+08:00,2026/08/25 22:18:56.267, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 248.12 W, 350.00 W, 350.00 W, 67, 88 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:19:01+08:00,2026/08/25 22:19:01.295, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 248.04 W, 350.00 W, 350.00 W, 67, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:19:06+08:00,2026/08/25 22:19:06.323, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 250.70 W, 350.00 W, 350.00 W, 66, 88 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:19:11+08:00,2026/08/25 22:19:11.349, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 245.27 W, 350.00 W, 350.00 W, 67, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:19:16+08:00,2026/08/25 22:19:16.381, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 249.99 W, 350.00 W, 350.00 W, 66, 95 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:19:21+08:00,2026/08/25 22:19:21.415, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.09 W, 350.00 W, 350.00 W, 67, 93 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:19:26+08:00,2026/08/25 22:19:26.447, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 246.23 W, 350.00 W, 350.00 W, 67, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:19:31+08:00,2026/08/25 22:19:31.474, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 245.69 W, 350.00 W, 350.00 W, 67, 87 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:19:36+08:00,2026/08/25 22:19:36.502, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.01 W, 350.00 W, 350.00 W, 67, 91 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:19:41+08:00,2026/08/25 22:19:41.534, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 242.61 W, 350.00 W, 350.00 W, 67, 91 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:19:46+08:00,2026/08/25 22:19:46.561, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 224.86 W, 350.00 W, 350.00 W, 66, 76 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:19:51+08:00,2026/08/25 22:19:51.590, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 244.96 W, 350.00 W, 350.00 W, 67, 92 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:19:56+08:00,2026/08/25 22:19:56.624, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.95 W, 350.00 W, 350.00 W, 67, 92 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:20:01+08:00,2026/08/25 22:20:01.654, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.22 W, 350.00 W, 350.00 W, 66, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:20:06+08:00,2026/08/25 22:20:06.691, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.87 W, 350.00 W, 350.00 W, 67, 91 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:20:11+08:00,2026/08/25 22:20:11.719, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.36 W, 350.00 W, 350.00 W, 67, 87 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:20:16+08:00,2026/08/25 22:20:16.747, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 171.87 W, 350.00 W, 350.00 W, 63, 2 %, 346 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:20:21+08:00,2026/08/25 22:20:21.775, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 166.46 W, 350.00 W, 350.00 W, 62, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:20:26+08:00,2026/08/25 22:20:26.812, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 165.40 W, 350.00 W, 350.00 W, 61, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:20:31+08:00,2026/08/25 22:20:31.847, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 241.22 W, 350.00 W, 350.00 W, 64, 96 %, 22602 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:20:36+08:00,2026/08/25 22:20:36.875, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 238.57 W, 350.00 W, 350.00 W, 66, 92 %, 22602 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:20:41+08:00,2026/08/25 22:20:41.903, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 241.99 W, 350.00 W, 350.00 W, 65, 92 %, 22604 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:20:46+08:00,2026/08/25 22:20:46.932, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 239.78 W, 350.00 W, 350.00 W, 65, 96 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:20:51+08:00,2026/08/25 22:20:51.959, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 238.90 W, 350.00 W, 350.00 W, 65, 92 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:20:56+08:00,2026/08/25 22:20:56.985, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.91 W, 350.00 W, 350.00 W, 65, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:01+08:00,2026/08/25 22:21:02.012, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 243.57 W, 350.00 W, 350.00 W, 65, 88 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:07+08:00,2026/08/25 22:21:07.038, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 235.80 W, 350.00 W, 350.00 W, 65, 91 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:12+08:00,2026/08/25 22:21:12.067, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 245.86 W, 350.00 W, 350.00 W, 66, 88 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:17+08:00,2026/08/25 22:21:17.094, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.79 W, 350.00 W, 350.00 W, 66, 90 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:22+08:00,2026/08/25 22:21:22.121, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.51 W, 350.00 W, 350.00 W, 66, 88 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:27+08:00,2026/08/25 22:21:27.156, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.07 W, 350.00 W, 350.00 W, 66, 93 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:32+08:00,2026/08/25 22:21:32.184, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 241.74 W, 350.00 W, 350.00 W, 66, 93 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:37+08:00,2026/08/25 22:21:37.216, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 238.99 W, 350.00 W, 350.00 W, 66, 90 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:42+08:00,2026/08/25 22:21:42.243, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 242.58 W, 350.00 W, 350.00 W, 66, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:47+08:00,2026/08/25 22:21:47.271, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 240.97 W, 350.00 W, 350.00 W, 65, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:52+08:00,2026/08/25 22:21:52.297, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 242.51 W, 350.00 W, 350.00 W, 66, 91 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:21:57+08:00,2026/08/25 22:21:57.321, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 238.69 W, 350.00 W, 350.00 W, 66, 94 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:02+08:00,2026/08/25 22:22:02.351, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 240.08 W, 350.00 W, 350.00 W, 67, 92 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:07+08:00,2026/08/25 22:22:07.380, 1860 MHz, 2100 MHz, 9501 MHz, 1860 MHz, 245.68 W, 350.00 W, 350.00 W, 66, 91 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:12+08:00,2026/08/25 22:22:12.406, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 239.58 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:17+08:00,2026/08/25 22:22:17.434, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 241.24 W, 350.00 W, 350.00 W, 66, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:22+08:00,2026/08/25 22:22:22.470, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.65 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:27+08:00,2026/08/25 22:22:27.498, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 249.15 W, 350.00 W, 350.00 W, 66, 94 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:32+08:00,2026/08/25 22:22:32.526, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 236.84 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:37+08:00,2026/08/25 22:22:37.554, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 241.43 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:42+08:00,2026/08/25 22:22:42.580, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 240.20 W, 350.00 W, 350.00 W, 66, 97 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:47+08:00,2026/08/25 22:22:47.608, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 235.52 W, 350.00 W, 350.00 W, 66, 91 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:52+08:00,2026/08/25 22:22:52.635, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.68 W, 350.00 W, 350.00 W, 67, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:22:57+08:00,2026/08/25 22:22:57.663, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 239.31 W, 350.00 W, 350.00 W, 66, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:02+08:00,2026/08/25 22:23:02.692, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 240.19 W, 350.00 W, 350.00 W, 67, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:07+08:00,2026/08/25 22:23:07.719, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 245.58 W, 350.00 W, 350.00 W, 66, 86 %, 22620 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:23:12+08:00,2026/08/25 22:23:12.745, 1860 MHz, 2100 MHz, 9501 MHz, 1860 MHz, 241.88 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:17+08:00,2026/08/25 22:23:17.771, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 237.44 W, 350.00 W, 350.00 W, 66, 94 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:22+08:00,2026/08/25 22:23:22.799, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 248.49 W, 350.00 W, 350.00 W, 66, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:27+08:00,2026/08/25 22:23:27.823, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 235.89 W, 350.00 W, 350.00 W, 66, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:32+08:00,2026/08/25 22:23:32.850, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 244.83 W, 350.00 W, 350.00 W, 66, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:37+08:00,2026/08/25 22:23:37.875, 1875 MHz, 2100 MHz, 9501 MHz, 1875 MHz, 241.50 W, 350.00 W, 350.00 W, 66, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:42+08:00,2026/08/25 22:23:42.903, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 244.12 W, 350.00 W, 350.00 W, 66, 92 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:23:47+08:00,2026/08/25 22:23:47.932, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 166.34 W, 350.00 W, 350.00 W, 62, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:23:52+08:00,2026/08/25 22:23:52.965, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 163.83 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:23:57+08:00,2026/08/25 22:23:58.000, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 180.94 W, 350.00 W, 350.00 W, 62, 88 %, 22566 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:03+08:00,2026/08/25 22:24:03.028, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 230.57 W, 350.00 W, 350.00 W, 64, 91 %, 22574 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:08+08:00,2026/08/25 22:24:08.056, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 227.96 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:13+08:00,2026/08/25 22:24:13.083, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.35 W, 350.00 W, 350.00 W, 64, 89 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:18+08:00,2026/08/25 22:24:18.110, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 219.90 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:24:23+08:00,2026/08/25 22:24:23.135, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 237.36 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:28+08:00,2026/08/25 22:24:28.162, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.76 W, 350.00 W, 350.00 W, 64, 89 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:24:33+08:00,2026/08/25 22:24:33.188, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 233.14 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:38+08:00,2026/08/25 22:24:38.215, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.20 W, 350.00 W, 350.00 W, 65, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:43+08:00,2026/08/25 22:24:43.242, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 236.80 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:48+08:00,2026/08/25 22:24:48.269, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.42 W, 350.00 W, 350.00 W, 65, 89 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:24:53+08:00,2026/08/25 22:24:53.296, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 236.80 W, 350.00 W, 350.00 W, 65, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:24:58+08:00,2026/08/25 22:24:58.322, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 229.58 W, 350.00 W, 350.00 W, 65, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:25:03+08:00,2026/08/25 22:25:03.349, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 234.08 W, 350.00 W, 350.00 W, 65, 87 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:25:08+08:00,2026/08/25 22:25:08.376, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 233.63 W, 350.00 W, 350.00 W, 65, 89 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:25:13+08:00,2026/08/25 22:25:13.403, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 231.20 W, 350.00 W, 350.00 W, 65, 92 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
