wall_iso,ts,gfx_mhz,gfx_max_mhz,mem_mhz,sm_mhz,power_w,power_limit_w,power_default_w,temp_c,util_pct,mem_used_mib,pstate,throttle_active,thr_sw_thermal,thr_hw_thermal,thr_hw_power_brake,thr_sw_power_cap,thr_gpu_idle
2026-08-25T20:57:07+08:00,2026/08/25 20:57:07.483, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 236.03 W, 350.00 W, 350.00 W, 65, 87 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:12+08:00,2026/08/25 20:57:12.510, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 245.61 W, 350.00 W, 350.00 W, 66, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:17+08:00,2026/08/25 20:57:17.542, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 242.22 W, 350.00 W, 350.00 W, 66, 96 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:22+08:00,2026/08/25 20:57:22.571, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 241.14 W, 350.00 W, 350.00 W, 66, 95 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:27+08:00,2026/08/25 20:57:27.599, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.45 W, 350.00 W, 350.00 W, 66, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:32+08:00,2026/08/25 20:57:32.627, 1890 MHz, 2100 MHz, 9501 MHz, 1890 MHz, 246.17 W, 350.00 W, 350.00 W, 66, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:37+08:00,2026/08/25 20:57:37.652, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 242.12 W, 350.00 W, 350.00 W, 66, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:42+08:00,2026/08/25 20:57:42.688, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 237.46 W, 350.00 W, 350.00 W, 65, 90 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:47+08:00,2026/08/25 20:57:47.723, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.15 W, 350.00 W, 350.00 W, 66, 96 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:52+08:00,2026/08/25 20:57:52.754, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 240.66 W, 350.00 W, 350.00 W, 66, 91 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:57:57+08:00,2026/08/25 20:57:57.782, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 240.29 W, 350.00 W, 350.00 W, 66, 95 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:02+08:00,2026/08/25 20:58:02.809, 1815 MHz, 2100 MHz, 9501 MHz, 1815 MHz, 239.86 W, 350.00 W, 350.00 W, 66, 96 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:07+08:00,2026/08/25 20:58:07.835, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 244.33 W, 350.00 W, 350.00 W, 66, 94 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:12+08:00,2026/08/25 20:58:12.861, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.82 W, 350.00 W, 350.00 W, 68, 91 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:17+08:00,2026/08/25 20:58:17.895, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.74 W, 350.00 W, 350.00 W, 66, 91 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:22+08:00,2026/08/25 20:58:22.924, 1890 MHz, 2100 MHz, 9501 MHz, 1890 MHz, 245.09 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:27+08:00,2026/08/25 20:58:27.949, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.40 W, 350.00 W, 350.00 W, 67, 92 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:32+08:00,2026/08/25 20:58:32.981, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 240.21 W, 350.00 W, 350.00 W, 67, 93 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:37+08:00,2026/08/25 20:58:38.008, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 240.80 W, 350.00 W, 350.00 W, 66, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:43+08:00,2026/08/25 20:58:43.035, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 241.72 W, 350.00 W, 350.00 W, 66, 91 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:48+08:00,2026/08/25 20:58:48.067, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 246.76 W, 350.00 W, 350.00 W, 67, 92 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:53+08:00,2026/08/25 20:58:53.095, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 243.02 W, 350.00 W, 350.00 W, 67, 96 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:58:58+08:00,2026/08/25 20:58:58.126, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 237.78 W, 350.00 W, 350.00 W, 66, 96 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:03+08:00,2026/08/25 20:59:03.154, 1815 MHz, 2100 MHz, 9501 MHz, 1815 MHz, 238.42 W, 350.00 W, 350.00 W, 66, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:08+08:00,2026/08/25 20:59:08.182, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 240.18 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:13+08:00,2026/08/25 20:59:13.208, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 245.85 W, 350.00 W, 350.00 W, 67, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:18+08:00,2026/08/25 20:59:18.234, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 239.18 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:23+08:00,2026/08/25 20:59:23.259, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 244.50 W, 350.00 W, 350.00 W, 67, 88 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:28+08:00,2026/08/25 20:59:28.287, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 240.66 W, 350.00 W, 350.00 W, 67, 96 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:33+08:00,2026/08/25 20:59:33.318, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 244.52 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:38+08:00,2026/08/25 20:59:38.347, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 244.17 W, 350.00 W, 350.00 W, 68, 91 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:43+08:00,2026/08/25 20:59:43.379, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 241.96 W, 350.00 W, 350.00 W, 67, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T20:59:48+08:00,2026/08/25 20:59:48.408, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 163.75 W, 350.00 W, 350.00 W, 63, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T20:59:53+08:00,2026/08/25 20:59:53.442, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 157.71 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T20:59:58+08:00,2026/08/25 20:59:58.476, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 236.61 W, 350.00 W, 350.00 W, 64, 91 %, 22574 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:03+08:00,2026/08/25 21:00:03.500, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 237.35 W, 350.00 W, 350.00 W, 64, 89 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:00:08+08:00,2026/08/25 21:00:08.527, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 237.73 W, 350.00 W, 350.00 W, 65, 88 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:00:13+08:00,2026/08/25 21:00:13.554, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 233.55 W, 350.00 W, 350.00 W, 65, 89 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:18+08:00,2026/08/25 21:00:18.581, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 234.82 W, 350.00 W, 350.00 W, 65, 90 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:23+08:00,2026/08/25 21:00:23.611, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.07 W, 350.00 W, 350.00 W, 65, 88 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:00:28+08:00,2026/08/25 21:00:28.639, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 242.57 W, 350.00 W, 350.00 W, 65, 90 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:33+08:00,2026/08/25 21:00:33.668, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.60 W, 350.00 W, 350.00 W, 65, 90 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:38+08:00,2026/08/25 21:00:38.698, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 230.86 W, 350.00 W, 350.00 W, 65, 88 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:43+08:00,2026/08/25 21:00:43.723, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.06 W, 350.00 W, 350.00 W, 66, 90 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:48+08:00,2026/08/25 21:00:48.748, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.21 W, 350.00 W, 350.00 W, 65, 94 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:53+08:00,2026/08/25 21:00:53.777, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.61 W, 350.00 W, 350.00 W, 66, 88 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:00:58+08:00,2026/08/25 21:00:58.805, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 235.91 W, 350.00 W, 350.00 W, 65, 89 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:01:03+08:00,2026/08/25 21:01:03.831, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 237.46 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:01:08+08:00,2026/08/25 21:01:08.857, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 243.00 W, 350.00 W, 350.00 W, 66, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:01:13+08:00,2026/08/25 21:01:13.882, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 234.52 W, 350.00 W, 350.00 W, 65, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:01:18+08:00,2026/08/25 21:01:18.909, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.03 W, 350.00 W, 350.00 W, 66, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:01:23+08:00,2026/08/25 21:01:23.934, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.83 W, 350.00 W, 350.00 W, 66, 87 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:01:28+08:00,2026/08/25 21:01:28.961, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 237.52 W, 350.00 W, 350.00 W, 66, 89 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:01:33+08:00,2026/08/25 21:01:33.985, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 243.29 W, 350.00 W, 350.00 W, 66, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:01:38+08:00,2026/08/25 21:01:39.011, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 235.69 W, 350.00 W, 350.00 W, 65, 89 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:01:44+08:00,2026/08/25 21:01:44.045, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 157.14 W, 350.00 W, 350.00 W, 61, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:01:49+08:00,2026/08/25 21:01:49.073, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 203.96 W, 350.00 W, 350.00 W, 65, 84 %, 21732 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:01:54+08:00,2026/08/25 21:01:54.098, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 286.65 W, 350.00 W, 350.00 W, 68, 86 %, 21734 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:01:59+08:00,2026/08/25 21:01:59.127, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 297.27 W, 350.00 W, 350.00 W, 68, 86 %, 21734 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:04+08:00,2026/08/25 21:02:04.157, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 284.82 W, 350.00 W, 350.00 W, 68, 86 %, 21734 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:09+08:00,2026/08/25 21:02:09.187, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 276.52 W, 350.00 W, 350.00 W, 69, 83 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:14+08:00,2026/08/25 21:02:14.214, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 257.04 W, 350.00 W, 350.00 W, 70, 85 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:19+08:00,2026/08/25 21:02:19.242, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 272.73 W, 350.00 W, 350.00 W, 70, 91 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:24+08:00,2026/08/25 21:02:24.269, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 266.98 W, 350.00 W, 350.00 W, 68, 86 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:29+08:00,2026/08/25 21:02:29.298, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 282.45 W, 350.00 W, 350.00 W, 71, 86 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:34+08:00,2026/08/25 21:02:34.324, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 250.63 W, 350.00 W, 350.00 W, 67, 100 %, 389 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:02:39+08:00,2026/08/25 21:02:39.394, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 158.45 W, 350.00 W, 350.00 W, 63, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:02:44+08:00,2026/08/25 21:02:44.422, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 343.12 W, 350.00 W, 350.00 W, 70, 83 %, 21822 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:49+08:00,2026/08/25 21:02:49.451, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 339.47 W, 350.00 W, 350.00 W, 72, 84 %, 21822 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:54+08:00,2026/08/25 21:02:54.477, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 286.90 W, 350.00 W, 350.00 W, 71, 93 %, 21826 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:02:59+08:00,2026/08/25 21:02:59.506, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 344.76 W, 350.00 W, 350.00 W, 74, 85 %, 21832 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:04+08:00,2026/08/25 21:03:04.534, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 347.69 W, 350.00 W, 350.00 W, 75, 84 %, 21832 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:09+08:00,2026/08/25 21:03:09.562, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 324.44 W, 350.00 W, 350.00 W, 75, 84 %, 21832 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:14+08:00,2026/08/25 21:03:14.592, 1920 MHz, 2100 MHz, 9751 MHz, 1920 MHz, 259.05 W, 350.00 W, 350.00 W, 70, 38 %, 99 MiB, P0, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:03:19+08:00,2026/08/25 21:03:19.621, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 170.04 W, 350.00 W, 350.00 W, 64, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:03:24+08:00,2026/08/25 21:03:24.657, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 167.44 W, 350.00 W, 350.00 W, 63, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:03:29+08:00,2026/08/25 21:03:29.700, 1890 MHz, 2100 MHz, 9501 MHz, 1890 MHz, 286.97 W, 350.00 W, 350.00 W, 69, 88 %, 21890 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:34+08:00,2026/08/25 21:03:34.731, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 315.19 W, 350.00 W, 350.00 W, 67, 45 %, 21890 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:39+08:00,2026/08/25 21:03:39.757, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 336.04 W, 350.00 W, 350.00 W, 72, 87 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:44+08:00,2026/08/25 21:03:44.787, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 313.25 W, 350.00 W, 350.00 W, 73, 87 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:49+08:00,2026/08/25 21:03:49.816, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 290.73 W, 350.00 W, 350.00 W, 72, 86 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:54+08:00,2026/08/25 21:03:54.843, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 343.28 W, 350.00 W, 350.00 W, 73, 84 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:03:59+08:00,2026/08/25 21:03:59.875, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 173.45 W, 350.00 W, 350.00 W, 66, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:04:04+08:00,2026/08/25 21:04:04.911, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 171.87 W, 350.00 W, 350.00 W, 64, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:04:09+08:00,2026/08/25 21:04:09.943, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 171.34 W, 350.00 W, 350.00 W, 62, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:04:14+08:00,2026/08/25 21:04:14.979, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 317.93 W, 350.00 W, 350.00 W, 67, 59 %, 21866 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:04:19+08:00,2026/08/25 21:04:20.011, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 342.20 W, 350.00 W, 350.00 W, 71, 86 %, 21866 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:04:25+08:00,2026/08/25 21:04:25.038, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 342.03 W, 350.00 W, 350.00 W, 72, 86 %, 21866 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:04:30+08:00,2026/08/25 21:04:30.070, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 344.59 W, 350.00 W, 350.00 W, 73, 86 %, 21874 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:04:35+08:00,2026/08/25 21:04:35.099, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 341.31 W, 350.00 W, 350.00 W, 74, 87 %, 21874 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:04:40+08:00,2026/08/25 21:04:40.128, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 342.76 W, 350.00 W, 350.00 W, 74, 86 %, 21874 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:04:45+08:00,2026/08/25 21:04:45.162, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 172.91 W, 350.00 W, 350.00 W, 65, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:04:50+08:00,2026/08/25 21:04:50.198, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 171.76 W, 350.00 W, 350.00 W, 63, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:04:55+08:00,2026/08/25 21:04:55.234, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 211.00 W, 350.00 W, 350.00 W, 67, 82 %, 21866 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:05:00+08:00,2026/08/25 21:05:00.262, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 260.00 W, 350.00 W, 350.00 W, 69, 85 %, 21872 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:05:05+08:00,2026/08/25 21:05:05.294, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 270.08 W, 350.00 W, 350.00 W, 69, 84 %, 21872 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:05:10+08:00,2026/08/25 21:05:10.323, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 279.04 W, 350.00 W, 350.00 W, 67, 89 %, 21872 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:05:15+08:00,2026/08/25 21:05:15.349, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 291.52 W, 350.00 W, 350.00 W, 68, 89 %, 21872 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:05:20+08:00,2026/08/25 21:05:20.377, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 256.99 W, 350.00 W, 350.00 W, 67, 86 %, 21878 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:05:25+08:00,2026/08/25 21:05:25.404, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 280.02 W, 350.00 W, 350.00 W, 69, 87 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
