ts,util,mem_used,temp,pstate,clk_sm,clk_mem,pwr,throttle
2026/08/28 17:14:13.313, 0 %, 99 MiB, 60, P0, 705 MHz, 5001 MHz, 137.20 W, 0x0000000000000000
2026/08/28 17:14:18.332, 100 %, 19362 MiB, 62, P2, 1950 MHz, 9501 MHz, 166.40 W, 0x0000000000000000
2026/08/28 17:14:23.359, 100 %, 19362 MiB, 61, P2, 1950 MHz, 9501 MHz, 165.99 W, 0x0000000000000000
2026/08/28 17:14:28.381, 100 %, 20004 MiB, 60, P2, 1950 MHz, 9501 MHz, 164.52 W, 0x0000000000000000
2026/08/28 17:14:33.400, 82 %, 20770 MiB, 62, P2, 1950 MHz, 9501 MHz, 221.44 W, 0x0000000000000000
2026/08/28 17:14:38.421, 79 %, 20770 MiB, 63, P2, 1950 MHz, 9501 MHz, 211.96 W, 0x0000000000000000
2026/08/28 17:14:43.443, 84 %, 20770 MiB, 63, P2, 1950 MHz, 9501 MHz, 223.60 W, 0x0000000000000000
2026/08/28 17:14:48.465, 85 %, 20772 MiB, 63, P2, 1950 MHz, 9501 MHz, 224.36 W, 0x0000000000000000
2026/08/28 17:14:53.482, 70 %, 20778 MiB, 63, P2, 1950 MHz, 9501 MHz, 205.50 W, 0x0000000000000000
2026/08/28 17:14:58.504, 82 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 228.53 W, 0x0000000000000000
2026/08/28 17:15:03.527, 79 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 228.00 W, 0x0000000000000000
2026/08/28 17:15:08.546, 81 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 218.57 W, 0x0000000000000000
2026/08/28 17:15:13.567, 83 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 225.29 W, 0x0000000000000000
2026/08/28 17:15:18.585, 84 %, 20780 MiB, 63, P2, 1950 MHz, 9501 MHz, 224.07 W, 0x0000000000000000
2026/08/28 17:15:23.605, 81 %, 20780 MiB, 62, P2, 1950 MHz, 9501 MHz, 217.90 W, 0x0000000000000000
2026/08/28 17:15:28.626, 0 %, 346 MiB, 60, P2, 1950 MHz, 9501 MHz, 139.97 W, 0x0000000000000000
