timestamp, index, memory.used [MiB], utilization.gpu [%], clocks.current.graphics [MHz], clocks.current.sm [MHz], power.draw [W], temperature.gpu, pstate, clocks_event_reasons.active
2026/08/26 22:31:46.412, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.58 W, 44, P8, 0x0000000000000001
2026/08/26 22:31:47.418, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.65 W, 44, P8, 0x0000000000000001
2026/08/26 22:31:48.418, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.49 W, 44, P8, 0x0000000000000001
2026/08/26 22:31:49.419, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.39 W, 44, P8, 0x0000000000000001
2026/08/26 22:31:50.419, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.44 W, 44, P8, 0x0000000000000001
2026/08/26 22:31:51.419, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.34 W, 44, P8, 0x0000000000000001
2026/08/26 22:31:52.419, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.38 W, 44, P8, 0x0000000000000001
2026/08/26 22:31:53.419, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.51 W, 43, P8, 0x0000000000000001
2026/08/26 22:31:54.420, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.32 W, 43, P8, 0x0000000000000001
2026/08/26 22:31:55.420, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.13 W, 43, P8, 0x0000000000000001
2026/08/26 22:31:56.420, 0, 82 MiB, 0 %, 210 MHz, 210 MHz, 27.17 W, 43, P8, 0x0000000000000001
2026/08/26 22:31:57.420, 0, 85 MiB, 0 %, 210 MHz, 210 MHz, 27.11 W, 43, P8, 0x0000000000000001
2026/08/26 22:31:58.730, 0, 346 MiB, 0 %, 1965 MHz, 1965 MHz, 69.75 W, 49, P2, 0x0000000000000000
2026/08/26 22:31:59.730, 0, 346 MiB, 7 %, 1980 MHz, 1980 MHz, 153.53 W, 51, P2, 0x0000000000000024
2026/08/26 22:32:00.731, 0, 346 MiB, 5 %, 1695 MHz, 1695 MHz, 149.80 W, 50, P2, 0x0000000000000000
2026/08/26 22:32:01.731, 0, 20144 MiB, 0 %, 1980 MHz, 1980 MHz, 119.54 W, 50, P2, 0x0000000000000000
2026/08/26 22:32:02.731, 0, 20144 MiB, 100 %, 1980 MHz, 1980 MHz, 151.20 W, 52, P2, 0x0000000000000000
2026/08/26 22:32:03.732, 0, 20144 MiB, 99 %, 1980 MHz, 1980 MHz, 156.60 W, 52, P2, 0x0000000000000000
2026/08/26 22:32:04.732, 0, 20144 MiB, 100 %, 1980 MHz, 1980 MHz, 156.56 W, 52, P2, 0x0000000000000000
2026/08/26 22:32:05.732, 0, 20144 MiB, 100 %, 1980 MHz, 1980 MHz, 156.53 W, 53, P2, 0x0000000000000000
2026/08/26 22:32:06.733, 0, 20144 MiB, 100 %, 1980 MHz, 1980 MHz, 157.12 W, 53, P2, 0x0000000000000000
2026/08/26 22:32:07.733, 0, 20144 MiB, 99 %, 1980 MHz, 1980 MHz, 157.21 W, 53, P2, 0x0000000000000000
2026/08/26 22:32:08.733, 0, 20144 MiB, 100 %, 1980 MHz, 1980 MHz, 157.28 W, 53, P2, 0x0000000000000000
2026/08/26 22:32:09.733, 0, 20144 MiB, 100 %, 1980 MHz, 1980 MHz, 157.51 W, 53, P2, 0x0000000000000000
2026/08/26 22:32:10.733, 0, 20144 MiB, 100 %, 1980 MHz, 1980 MHz, 157.40 W, 53, P2, 0x0000000000000000
2026/08/26 22:32:11.733, 0, 20144 MiB, 99 %, 1980 MHz, 1980 MHz, 157.53 W, 54, P2, 0x0000000000000000
2026/08/26 22:32:12.733, 0, 20144 MiB, 99 %, 1980 MHz, 1980 MHz, 157.90 W, 54, P2, 0x0000000000000000
2026/08/26 22:32:13.734, 0, 20816 MiB, 76 %, 1980 MHz, 1980 MHz, 187.17 W, 57, P2, 0x0000000000000000
2026/08/26 22:32:14.734, 0, 20816 MiB, 74 %, 1965 MHz, 1965 MHz, 270.69 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:15.734, 0, 20816 MiB, 62 %, 1965 MHz, 1965 MHz, 281.89 W, 61, P2, 0x0000000000000000
2026/08/26 22:32:16.734, 0, 20816 MiB, 77 %, 1965 MHz, 1965 MHz, 283.37 W, 61, P2, 0x0000000000000000
2026/08/26 22:32:17.734, 0, 20816 MiB, 78 %, 1965 MHz, 1965 MHz, 319.64 W, 62, P2, 0x0000000000000000
2026/08/26 22:32:18.734, 0, 20816 MiB, 66 %, 1950 MHz, 1950 MHz, 291.10 W, 59, P2, 0x0000000000000000
2026/08/26 22:32:19.734, 0, 20824 MiB, 77 %, 1950 MHz, 1950 MHz, 222.73 W, 59, P2, 0x0000000000000024
2026/08/26 22:32:20.735, 0, 20824 MiB, 78 %, 1950 MHz, 1950 MHz, 316.05 W, 62, P2, 0x0000000000000000
2026/08/26 22:32:21.735, 0, 20824 MiB, 78 %, 1950 MHz, 1950 MHz, 318.91 W, 63, P2, 0x0000000000000000
2026/08/26 22:32:22.735, 0, 20824 MiB, 75 %, 1950 MHz, 1950 MHz, 258.01 W, 58, P2, 0x0000000000000004
2026/08/26 22:32:23.735, 0, 20824 MiB, 79 %, 1950 MHz, 1950 MHz, 311.02 W, 63, P2, 0x0000000000000000
2026/08/26 22:32:24.735, 0, 20824 MiB, 79 %, 1950 MHz, 1950 MHz, 289.72 W, 64, P2, 0x0000000000000000
2026/08/26 22:32:25.736, 0, 20824 MiB, 43 %, 1950 MHz, 1950 MHz, 270.43 W, 62, P2, 0x0000000000000000
2026/08/26 22:32:26.736, 0, 20824 MiB, 78 %, 1950 MHz, 1950 MHz, 292.21 W, 64, P2, 0x0000000000000000
2026/08/26 22:32:27.736, 0, 20824 MiB, 76 %, 1950 MHz, 1950 MHz, 321.52 W, 64, P2, 0x0000000000000000
2026/08/26 22:32:28.736, 0, 20824 MiB, 62 %, 1950 MHz, 1950 MHz, 287.23 W, 62, P2, 0x0000000000000000
2026/08/26 22:32:29.736, 0, 85 MiB, 62 %, 1950 MHz, 1950 MHz, 244.36 W, 60, P2, 0x0000000000000000
2026/08/26 22:32:30.759, 0, 346 MiB, 0 %, 1950 MHz, 1950 MHz, 161.02 W, 59, P2, 0x0000000000000000
2026/08/26 22:32:31.760, 0, 346 MiB, 0 %, 1950 MHz, 1950 MHz, 153.69 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:32.760, 0, 1100 MiB, 0 %, 1695 MHz, 1695 MHz, 138.10 W, 57, P2, 0x0000000000000000
2026/08/26 22:32:33.760, 0, 19044 MiB, 0 %, 1695 MHz, 1695 MHz, 126.81 W, 57, P2, 0x0000000000000000
2026/08/26 22:32:34.760, 0, 19044 MiB, 100 %, 1965 MHz, 1965 MHz, 155.01 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:35.760, 0, 19044 MiB, 100 %, 1965 MHz, 1965 MHz, 163.45 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:36.761, 0, 19044 MiB, 99 %, 1965 MHz, 1965 MHz, 163.38 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:37.761, 0, 19044 MiB, 99 %, 1965 MHz, 1965 MHz, 163.53 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:38.761, 0, 19044 MiB, 100 %, 1965 MHz, 1965 MHz, 163.42 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:39.761, 0, 19044 MiB, 100 %, 1965 MHz, 1965 MHz, 163.18 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:40.761, 0, 19044 MiB, 100 %, 1965 MHz, 1965 MHz, 163.39 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:41.761, 0, 19044 MiB, 99 %, 1965 MHz, 1965 MHz, 163.43 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:42.761, 0, 19044 MiB, 100 %, 1965 MHz, 1965 MHz, 163.17 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:43.764, 0, 19044 MiB, 100 %, 1965 MHz, 1965 MHz, 162.93 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:44.764, 0, 19044 MiB, 100 %, 1965 MHz, 1965 MHz, 163.32 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:45.764, 0, 21094 MiB, 99 %, 1965 MHz, 1965 MHz, 164.98 W, 58, P2, 0x0000000000000000
2026/08/26 22:32:46.764, 0, 22286 MiB, 59 %, 1965 MHz, 1965 MHz, 203.76 W, 60, P2, 0x0000000000000004
2026/08/26 22:32:47.764, 0, 22286 MiB, 78 %, 1950 MHz, 1950 MHz, 270.61 W, 63, P2, 0x0000000000000004
2026/08/26 22:32:48.764, 0, 22286 MiB, 78 %, 1950 MHz, 1950 MHz, 286.10 W, 64, P2, 0x0000000000000004
2026/08/26 22:32:49.764, 0, 22286 MiB, 78 %, 1950 MHz, 1950 MHz, 321.66 W, 64, P2, 0x0000000000000004
2026/08/26 22:32:50.765, 0, 22286 MiB, 76 %, 1950 MHz, 1950 MHz, 321.89 W, 65, P2, 0x0000000000000004
2026/08/26 22:32:51.765, 0, 22292 MiB, 100 %, 1935 MHz, 1935 MHz, 242.07 W, 60, P2, 0x0000000000000004
2026/08/26 22:32:52.765, 0, 22292 MiB, 74 %, 1950 MHz, 1950 MHz, 246.73 W, 64, P2, 0x0000000000000000
2026/08/26 22:32:53.765, 0, 22292 MiB, 76 %, 1950 MHz, 1950 MHz, 317.89 W, 65, P2, 0x0000000000000004
2026/08/26 22:32:54.765, 0, 22292 MiB, 72 %, 1950 MHz, 1950 MHz, 236.60 W, 63, P2, 0x0000000000000000
2026/08/26 22:32:55.766, 0, 22292 MiB, 63 %, 1950 MHz, 1950 MHz, 315.10 W, 64, P2, 0x0000000000000004
2026/08/26 22:32:56.766, 0, 22292 MiB, 59 %, 1950 MHz, 1950 MHz, 277.07 W, 63, P2, 0x0000000000000004
2026/08/26 22:32:57.766, 0, 22292 MiB, 79 %, 1950 MHz, 1950 MHz, 273.69 W, 66, P2, 0x0000000000000004
2026/08/26 22:32:58.766, 0, 22292 MiB, 76 %, 1950 MHz, 1950 MHz, 325.56 W, 66, P2, 0x0000000000000004
2026/08/26 22:32:59.766, 0, 22292 MiB, 78 %, 1950 MHz, 1950 MHz, 323.71 W, 66, P2, 0x0000000000000004
2026/08/26 22:33:00.767, 0, 414 MiB, 100 %, 1950 MHz, 1950 MHz, 249.48 W, 62, P2, 0x0000000000000000
2026/08/26 22:33:01.767, 0, 1604 MiB, 0 %, 1950 MHz, 1950 MHz, 170.07 W, 60, P2, 0x0000000000000000
2026/08/26 22:33:02.767, 0, 346 MiB, 0 %, 1950 MHz, 1950 MHz, 155.49 W, 60, P2, 0x0000000000000000
2026/08/26 22:33:03.768, 0, 346 MiB, 17 %, 1695 MHz, 1695 MHz, 149.36 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:04.768, 0, 346 MiB, 0 %, 1695 MHz, 1695 MHz, 128.27 W, 58, P2, 0x0000000000000000
2026/08/26 22:33:05.768, 0, 18082 MiB, 100 %, 1950 MHz, 1950 MHz, 142.50 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:06.768, 0, 18082 MiB, 99 %, 1950 MHz, 1950 MHz, 160.67 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:07.769, 0, 18082 MiB, 100 %, 1950 MHz, 1950 MHz, 157.29 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:08.769, 0, 18082 MiB, 100 %, 1950 MHz, 1950 MHz, 154.39 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:09.769, 0, 18082 MiB, 99 %, 1950 MHz, 1950 MHz, 154.24 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:10.769, 0, 18082 MiB, 99 %, 1950 MHz, 1950 MHz, 154.03 W, 58, P2, 0x0000000000000000
2026/08/26 22:33:11.769, 0, 20636 MiB, 99 %, 1950 MHz, 1950 MHz, 155.89 W, 58, P2, 0x0000000000000000
2026/08/26 22:33:12.770, 0, 21828 MiB, 40 %, 1950 MHz, 1950 MHz, 206.09 W, 61, P2, 0x0000000000000000
2026/08/26 22:33:13.770, 0, 21828 MiB, 68 %, 1950 MHz, 1950 MHz, 247.12 W, 63, P2, 0x0000000000000000
2026/08/26 22:33:14.770, 0, 21828 MiB, 71 %, 1950 MHz, 1950 MHz, 269.30 W, 63, P2, 0x0000000000000004
2026/08/26 22:33:15.770, 0, 21828 MiB, 68 %, 1950 MHz, 1950 MHz, 308.09 W, 65, P2, 0x0000000000000000
2026/08/26 22:33:16.770, 0, 21828 MiB, 68 %, 1950 MHz, 1950 MHz, 314.22 W, 65, P2, 0x0000000000000000
2026/08/26 22:33:17.771, 0, 21830 MiB, 36 %, 1950 MHz, 1950 MHz, 297.33 W, 62, P2, 0x0000000000000000
2026/08/26 22:33:18.771, 0, 21834 MiB, 100 %, 1950 MHz, 1950 MHz, 199.91 W, 61, P2, 0x0000000000000000
2026/08/26 22:33:19.771, 0, 21834 MiB, 69 %, 1950 MHz, 1950 MHz, 253.72 W, 65, P2, 0x0000000000000004
2026/08/26 22:33:20.771, 0, 21834 MiB, 71 %, 1950 MHz, 1950 MHz, 309.27 W, 66, P2, 0x0000000000000004
2026/08/26 22:33:21.771, 0, 21834 MiB, 71 %, 1950 MHz, 1950 MHz, 216.02 W, 65, P2, 0x0000000000000000
2026/08/26 22:33:22.772, 0, 21834 MiB, 71 %, 1950 MHz, 1950 MHz, 311.13 W, 66, P2, 0x0000000000000004
2026/08/26 22:33:23.772, 0, 21834 MiB, 65 %, 1950 MHz, 1950 MHz, 278.86 W, 65, P2, 0x0000000000000000
2026/08/26 22:33:24.772, 0, 21834 MiB, 61 %, 1950 MHz, 1950 MHz, 257.42 W, 64, P2, 0x0000000000000004
2026/08/26 22:33:25.772, 0, 21834 MiB, 71 %, 1950 MHz, 1950 MHz, 307.24 W, 67, P2, 0x0000000000000004
2026/08/26 22:33:26.772, 0, 21834 MiB, 69 %, 1950 MHz, 1950 MHz, 318.12 W, 67, P2, 0x0000000000000004
2026/08/26 22:33:27.773, 0, 21834 MiB, 26 %, 1950 MHz, 1950 MHz, 299.41 W, 64, P2, 0x0000000000000000
2026/08/26 22:33:28.773, 0, 414 MiB, 100 %, 1950 MHz, 1950 MHz, 236.95 W, 63, P2, 0x0000000000000000
2026/08/26 22:33:29.773, 0, 346 MiB, 100 %, 1950 MHz, 1950 MHz, 173.50 W, 62, P2, 0x0000000000000000
2026/08/26 22:33:30.773, 0, 346 MiB, 0 %, 1950 MHz, 1950 MHz, 160.55 W, 61, P2, 0x0000000000000000
2026/08/26 22:33:31.773, 0, 346 MiB, 1 %, 1695 MHz, 1695 MHz, 157.32 W, 61, P2, 0x0000000000000000
2026/08/26 22:33:32.774, 0, 17618 MiB, 0 %, 1695 MHz, 1695 MHz, 132.97 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:33.774, 0, 17618 MiB, 100 %, 1950 MHz, 1950 MHz, 138.87 W, 60, P2, 0x0000000000000000
2026/08/26 22:33:34.774, 0, 17618 MiB, 99 %, 1950 MHz, 1950 MHz, 157.05 W, 60, P2, 0x0000000000000000
2026/08/26 22:33:35.774, 0, 17618 MiB, 100 %, 1950 MHz, 1950 MHz, 155.18 W, 60, P2, 0x0000000000000000
2026/08/26 22:33:36.775, 0, 17618 MiB, 100 %, 1950 MHz, 1950 MHz, 154.91 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:37.775, 0, 17618 MiB, 99 %, 1950 MHz, 1950 MHz, 154.75 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:38.775, 0, 18762 MiB, 99 %, 1950 MHz, 1950 MHz, 154.66 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:39.775, 0, 20276 MiB, 72 %, 1950 MHz, 1950 MHz, 158.50 W, 59, P2, 0x0000000000000000
2026/08/26 22:33:40.775, 0, 20276 MiB, 35 %, 1950 MHz, 1950 MHz, 240.67 W, 64, P2, 0x0000000000000000
2026/08/26 22:33:41.775, 0, 20276 MiB, 69 %, 1950 MHz, 1950 MHz, 271.74 W, 63, P2, 0x0000000000000000
2026/08/26 22:33:42.776, 0, 20276 MiB, 68 %, 1950 MHz, 1950 MHz, 279.31 W, 66, P2, 0x0000000000000000
2026/08/26 22:33:43.776, 0, 20276 MiB, 70 %, 1950 MHz, 1950 MHz, 311.98 W, 66, P2, 0x0000000000000000
2026/08/26 22:33:44.776, 0, 20284 MiB, 67 %, 1950 MHz, 1950 MHz, 280.08 W, 65, P2, 0x0000000000000000
2026/08/26 22:33:45.776, 0, 20288 MiB, 100 %, 1950 MHz, 1950 MHz, 194.92 W, 61, P2, 0x0000000000000000
2026/08/26 22:33:46.777, 0, 20288 MiB, 69 %, 1950 MHz, 1950 MHz, 291.80 W, 66, P2, 0x0000000000000000
2026/08/26 22:33:47.777, 0, 20288 MiB, 69 %, 1950 MHz, 1950 MHz, 309.93 W, 67, P2, 0x0000000000000000
2026/08/26 22:33:48.777, 0, 20288 MiB, 99 %, 1950 MHz, 1950 MHz, 230.30 W, 66, P2, 0x0000000000000000
2026/08/26 22:33:49.777, 0, 20288 MiB, 70 %, 1950 MHz, 1950 MHz, 290.94 W, 63, P2, 0x0000000000000004
2026/08/26 22:33:50.777, 0, 20288 MiB, 67 %, 1950 MHz, 1950 MHz, 263.77 W, 65, P2, 0x0000000000000000
2026/08/26 22:33:51.778, 0, 20288 MiB, 59 %, 1950 MHz, 1950 MHz, 276.33 W, 67, P2, 0x0000000000000004
2026/08/26 22:33:52.778, 0, 20288 MiB, 68 %, 1950 MHz, 1950 MHz, 312.90 W, 67, P2, 0x0000000000000004
2026/08/26 22:33:53.778, 0, 20288 MiB, 69 %, 1950 MHz, 1950 MHz, 305.71 W, 65, P2, 0x0000000000000000
2026/08/26 22:33:54.778, 0, 99 MiB, 71 %, 1935 MHz, 1935 MHz, 220.36 W, 63, P2, 0x0000000000000024
2026/08/26 22:33:55.778, 0, 346 MiB, 0 %, 1950 MHz, 1950 MHz, 171.66 W, 62, P2, 0x0000000000000000
2026/08/26 22:33:56.779, 0, 346 MiB, 0 %, 1950 MHz, 1950 MHz, 166.59 W, 61, P2, 0x0000000000000000
2026/08/26 22:33:57.779, 0, 346 MiB, 6 %, 1695 MHz, 1695 MHz, 151.80 W, 60, P2, 0x0000000000000000
2026/08/26 22:33:58.779, 0, 19362 MiB, 0 %, 1950 MHz, 1950 MHz, 130.90 W, 60, P2, 0x0000000000000000
2026/08/26 22:33:59.779, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 163.55 W, 61, P2, 0x0000000000000000
2026/08/26 22:34:00.779, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 166.66 W, 61, P2, 0x0000000000000000
2026/08/26 22:34:01.780, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 166.31 W, 61, P2, 0x0000000000000000
2026/08/26 22:34:02.780, 0, 19362 MiB, 99 %, 1950 MHz, 1950 MHz, 165.88 W, 61, P2, 0x0000000000000000
2026/08/26 22:34:03.780, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 166.21 W, 60, P2, 0x0000000000000000
2026/08/26 22:34:04.780, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 165.62 W, 60, P2, 0x0000000000000000
2026/08/26 22:34:05.780, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 165.24 W, 60, P2, 0x0000000000000000
2026/08/26 22:34:06.781, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 165.71 W, 60, P2, 0x0000000000000000
2026/08/26 22:34:07.781, 0, 19362 MiB, 99 %, 1950 MHz, 1950 MHz, 165.11 W, 60, P2, 0x0000000000000000
2026/08/26 22:34:08.781, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 165.12 W, 60, P2, 0x0000000000000000
2026/08/26 22:34:09.781, 0, 19362 MiB, 100 %, 1950 MHz, 1950 MHz, 165.34 W, 60, P2, 0x0000000000000000
2026/08/26 22:34:10.781, 0, 20758 MiB, 26 %, 1950 MHz, 1950 MHz, 165.79 W, 60, P2, 0x0000000000000000
2026/08/26 22:34:11.782, 0, 20768 MiB, 65 %, 1950 MHz, 1950 MHz, 202.17 W, 61, P2, 0x0000000000000000
2026/08/26 22:34:12.782, 0, 20768 MiB, 84 %, 1950 MHz, 1950 MHz, 221.43 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:13.782, 0, 20768 MiB, 85 %, 1950 MHz, 1950 MHz, 219.65 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:14.782, 0, 20770 MiB, 83 %, 1950 MHz, 1950 MHz, 222.73 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:15.782, 0, 20770 MiB, 84 %, 1950 MHz, 1950 MHz, 214.76 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:16.783, 0, 20770 MiB, 82 %, 1950 MHz, 1950 MHz, 222.92 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:17.783, 0, 20770 MiB, 83 %, 1950 MHz, 1950 MHz, 224.44 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:18.783, 0, 20770 MiB, 84 %, 1950 MHz, 1950 MHz, 225.87 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:19.783, 0, 20770 MiB, 76 %, 1950 MHz, 1950 MHz, 211.69 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:20.784, 0, 20770 MiB, 85 %, 1950 MHz, 1950 MHz, 223.90 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:21.784, 0, 20770 MiB, 81 %, 1950 MHz, 1950 MHz, 223.31 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:22.784, 0, 20770 MiB, 84 %, 1950 MHz, 1950 MHz, 224.82 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:23.784, 0, 20770 MiB, 81 %, 1950 MHz, 1950 MHz, 222.55 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:24.784, 0, 20770 MiB, 84 %, 1950 MHz, 1950 MHz, 225.49 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:25.785, 0, 20770 MiB, 84 %, 1950 MHz, 1950 MHz, 223.61 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:26.785, 0, 20770 MiB, 79 %, 1950 MHz, 1950 MHz, 223.04 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:27.785, 0, 20770 MiB, 82 %, 1950 MHz, 1950 MHz, 223.87 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:28.785, 0, 20770 MiB, 83 %, 1950 MHz, 1950 MHz, 229.80 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:29.785, 0, 20772 MiB, 83 %, 1950 MHz, 1950 MHz, 225.94 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:30.785, 0, 20772 MiB, 83 %, 1950 MHz, 1950 MHz, 225.06 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:31.786, 0, 20772 MiB, 82 %, 1950 MHz, 1950 MHz, 227.36 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:32.786, 0, 20772 MiB, 82 %, 1950 MHz, 1950 MHz, 225.56 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:33.786, 0, 20776 MiB, 84 %, 1950 MHz, 1950 MHz, 214.42 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:34.786, 0, 20778 MiB, 99 %, 1950 MHz, 1950 MHz, 200.94 W, 62, P2, 0x0000000000000000
2026/08/26 22:34:35.786, 0, 20778 MiB, 81 %, 1950 MHz, 1950 MHz, 225.99 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:36.786, 0, 20780 MiB, 81 %, 1950 MHz, 1950 MHz, 228.22 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:37.787, 0, 20780 MiB, 78 %, 1950 MHz, 1950 MHz, 230.46 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:38.787, 0, 20780 MiB, 79 %, 1950 MHz, 1950 MHz, 224.92 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:39.787, 0, 20780 MiB, 82 %, 1950 MHz, 1950 MHz, 231.98 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:40.787, 0, 20780 MiB, 80 %, 1950 MHz, 1950 MHz, 231.25 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:41.787, 0, 20780 MiB, 69 %, 1950 MHz, 1950 MHz, 209.79 W, 61, P2, 0x0000000000000000
2026/08/26 22:34:42.787, 0, 20780 MiB, 83 %, 1950 MHz, 1950 MHz, 220.35 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:43.787, 0, 20780 MiB, 80 %, 1950 MHz, 1950 MHz, 226.59 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:44.788, 0, 20780 MiB, 80 %, 1950 MHz, 1950 MHz, 230.38 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:45.788, 0, 20780 MiB, 83 %, 1950 MHz, 1950 MHz, 228.98 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:46.788, 0, 20780 MiB, 85 %, 1950 MHz, 1950 MHz, 225.62 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:47.788, 0, 20780 MiB, 76 %, 1950 MHz, 1950 MHz, 218.70 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:48.788, 0, 20780 MiB, 80 %, 1950 MHz, 1950 MHz, 230.96 W, 64, P2, 0x0000000000000000
2026/08/26 22:34:49.788, 0, 20780 MiB, 88 %, 1950 MHz, 1950 MHz, 218.15 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:50.789, 0, 20780 MiB, 83 %, 1950 MHz, 1950 MHz, 228.22 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:51.789, 0, 20780 MiB, 66 %, 1950 MHz, 1950 MHz, 211.62 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:52.789, 0, 20780 MiB, 83 %, 1950 MHz, 1950 MHz, 224.60 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:53.789, 0, 20780 MiB, 84 %, 1950 MHz, 1950 MHz, 225.67 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:54.789, 0, 20780 MiB, 84 %, 1950 MHz, 1950 MHz, 226.05 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:55.789, 0, 20780 MiB, 79 %, 1950 MHz, 1950 MHz, 226.61 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:56.789, 0, 20780 MiB, 83 %, 1950 MHz, 1950 MHz, 226.65 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:57.790, 0, 20780 MiB, 83 %, 1950 MHz, 1950 MHz, 225.54 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:58.790, 0, 20780 MiB, 81 %, 1950 MHz, 1950 MHz, 225.58 W, 63, P2, 0x0000000000000000
2026/08/26 22:34:59.790, 0, 20780 MiB, 84 %, 1950 MHz, 1950 MHz, 224.88 W, 63, P2, 0x0000000000000000
2026/08/26 22:35:00.790, 0, 20780 MiB, 85 %, 1950 MHz, 1950 MHz, 227.90 W, 63, P2, 0x0000000000000000
2026/08/26 22:35:01.790, 0, 20780 MiB, 82 %, 1950 MHz, 1950 MHz, 228.51 W, 63, P2, 0x0000000000000000
2026/08/26 22:35:02.790, 0, 20780 MiB, 84 %, 1950 MHz, 1950 MHz, 226.04 W, 63, P2, 0x0000000000000000
2026/08/26 22:35:03.791, 0, 20780 MiB, 82 %, 1950 MHz, 1950 MHz, 226.26 W, 63, P2, 0x0000000000000000
2026/08/26 22:35:04.791, 0, 20780 MiB, 84 %, 1950 MHz, 1950 MHz, 226.76 W, 63, P2, 0x0000000000000000
